hg19	hg38	circBase	circAtlas	circBank	ArrayStar	HGNC	strand	spliced_length	circBase_type	CSCD_type	algorithm
chr10:103344358-103345913	chr10:101584601-101586156	hsa_circ_0006555	hsa-POLL_000001	hsa_circPOLL_002	ASCRP3004588	DPCD,POLL	NA	776	exonic	Intron	circrna_finder
chr10:103344358-103345913	chr10:101584601-101586156	hsa_circ_0006555	hsa-POLL_000001,hsa-POLL_0001	hsa_circPOLL_002	ASCRP3004588	POLL	-	776	exonic	NA	NA
chr10:103384501-103436193	chr10:101624744-101676436	hsa_circ_0005741	hsa-FBXW4_000014	hsa_circFBXW4_010	ASCRP3007930	FBXW4	NA	576	exonic	Intergenic	circrna_finder
chr10:103384501-103436193	chr10:101624744-101676436	hsa_circ_0005741	hsa-FBXW4_000014,hsa-FBXW4_0002	hsa_circFBXW4_010	ASCRP3007930	FBXW4	-	576	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:103427642-103433430	chr10:101667885-101673673	hsa_circ_0019589	NA	hsa_circFBXW4_014	ASCRP3004820	FBXW4	NA	414	exonic	Intergenic	circrna_finder
chr10:103427642-103433430	chr10:101667885-101673673	hsa_circ_0019589	hsa-FBXW4_0005	hsa_circFBXW4_014	ASCRP3004820	FBXW4	-	414	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:103427642-103436193	chr10:101667885-101676436	hsa_circ_0008362	hsa-FBXW4_000013	hsa_circFBXW4_008	ASCRP3004819	FBXW4	NA	510	exonic	Intergenic	circrna_finder
chr10:103427642-103436193	chr10:101667885-101676436	hsa_circ_0008362	hsa-FBXW4_000013,hsa-FBXW4_0001	hsa_circFBXW4_008	ASCRP3004819	FBXW4	-	510	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:103432671-103433430	chr10:101672914-101673673	hsa_circ_0019591	hsa-FBXW4_000001	hsa_circFBXW4_013	ASCRP3007841	FBXW4	NA	319	exonic	Intergenic	circrna_finder
chr10:103432671-103433430	chr10:101672914-101673673	hsa_circ_0019591	hsa-FBXW4_000001,hsa-FBXW4_0004	hsa_circFBXW4_013	ASCRP3007841	FBXW4	-	319	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:103432671-103436193	chr10:101672914-101676436	hsa_circ_0000255	hsa-FBXW4_000015	hsa_circFBXW4_007	ASCRP3007962	FBXW4	NA	415	exonic	Intergenic	circrna_finder
chr10:103432671-103436193	chr10:101672914-101676436	hsa_circ_0000255	hsa-FBXW4_000015,hsa-FBXW4_0003	hsa_circFBXW4_007	ASCRP3007962	FBXW4	-	415	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:103550652-103550795	chr10:101790895-101791038	hsa_circ_0000256	NA	hsa_circMGEA5_048	ASCRP3004934	MGEA5,OGA	-	143	intronic	Exon,Intron	find_circ
chr10:103552595-103570071	chr10:101792838-101810314	hsa_circ_0019607	hsa-MGEA5_000065	hsa_circMGEA5_021	ASCRP3011205	MGEA5	NA	1826	exonic	Intergenic	circrna_finder
chr10:103552595-103570071	chr10:101792838-101810314	hsa_circ_0019607	hsa-MGEA5_000065,hsa-MGEA5_0001	hsa_circMGEA5_021	ASCRP3011205	MGEA5,OGA	-	1826	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:103557736-103567658	chr10:101797979-101807901	hsa_circ_0019608	hsa-MGEA5_000015	hsa_circMGEA5_028	ASCRP3010133	MGEA5	NA	1504	exonic	Intergenic	circrna_finder
chr10:103557736-103567658	chr10:101797979-101807901	hsa_circ_0019608	hsa-MGEA5_000015,hsa-MGEA5_0026	hsa_circMGEA5_028	ASCRP3010133	MGEA5,OGA	-	1504	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:103558598-103567658	chr10:101798841-101807901	hsa_circ_0019612	hsa-MGEA5_000030	hsa_circMGEA5_027	ASCRP3010316	MGEA5	NA	1329	exonic	Intergenic	circrna_finder
chr10:103558598-103567658	chr10:101798841-101807901	hsa_circ_0019612	hsa-MGEA5_000030,hsa-MGEA5_0046	hsa_circMGEA5_027	ASCRP3010316	MGEA5,OGA	-	1329	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:103567486-103567658	chr10:101807729-101807901	hsa_circ_0019618	hsa-MGEA5_0057	hsa_circMGEA5_023	ASCRP3005994	MGEA5	-	172	exonic	NA	NA
chr10:103649168-103699695	chr10:101889411-101939938	hsa_circ_0019627	hsa-C10orf76_000082,hsa-C10orf76_0064	hsa_circC10orf76_060	ASCRP3006795	ARMH3,C10orf76	-	155	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:103699619-103717489	chr10:101939862-101957732	hsa_circ_0004117	hsa-C10orf76_000114	hsa_circC10orf76_058	ASCRP3002121	C10orf76	NA	286	exonic	Intergenic	circrna_finder
chr10:103699619-103717489	chr10:101939862-101957732	hsa_circ_0004117	hsa-C10orf76_0001,hsa-C10orf76_000114	hsa_circC10orf76_058	ASCRP3002121	ARMH3,C10orf76	-	286	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:103716353-103717489	chr10:101956596-101957732	hsa_circ_0019632	hsa-C10orf76_000052	hsa_circC10orf76_057	ASCRP3001282	C10orf76	NA	210	exonic	Intergenic	circrna_finder
chr10:103716353-103717489	chr10:101956596-101957732	hsa_circ_0019632	hsa-C10orf76_000052,hsa-C10orf76_0041	hsa_circC10orf76_057	ASCRP3001282	ARMH3,C10orf76	-	210	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:103766296-103766390	chr10:102006539-102006633	hsa_circ_0019646	NA	hsa_circC10orf76_039	ASCRP3003560	ARMH3,C10orf76	-	94	exonic	Exon,Intron	circexplorer2,circrna_finder
chr10:103783233-103799882	chr10:102023476-102040125	hsa_circ_0019658	hsa-C10orf76_000115	hsa_circC10orf76_004	ASCRP3002635	C10orf76	NA	680	exonic	Intergenic	circrna_finder
chr10:103783233-103799882	chr10:102023476-102040125	hsa_circ_0019658	hsa-C10orf76_000115,hsa-C10orf76_0006	hsa_circC10orf76_004	ASCRP3002635	ARMH3,C10orf76	-	680	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:103868785-103871293	chr10:102109028-102111536	hsa_circ_0019664	hsa-LDB1_0002	hsa_circLDB1_004	ASCRP3005950	LDB1	-	980	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:103902801-103904847	chr10:102143044-102145090	hsa_circ_0019682	hsa-PPRC1_000001,hsa-PPRC1_0001	hsa_circPPRC1_009	ASCRP3003579	PPRC1	+	183	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:103902801-103904847	chr10:102143044-102145090	hsa_circ_0019682	hsa-PPRC1_000001	hsa_circPPRC1_009	ASCRP3003579	PPRC1	NA	183	exonic	Intergenic	circrna_finder
chr10:103916775-103917971	chr10:102157018-102158214	hsa_circ_0000257	hsa-NOLC1_000003,hsa-NOLC1_0001	hsa_circNOLC1_003	ASCRP3006206	NOLC1	+	487	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:103916775-103917971	chr10:102157018-102158214	hsa_circ_0000257	hsa-NOLC1_000003	hsa_circNOLC1_003	ASCRP3006206	NOLC1	NA	487	exonic	Intergenic	circrna_finder
chr10:104119940-104120152	chr10:102360183-102360395	hsa_circ_0003839	hsa-GBF1_000011,hsa-GBF1_0009	hsa_circGBF1_014	ASCRP3002747	GBF1	+	212	exonic	Exon	circexplorer2,circrna_finder,ciri,find_circ
chr10:104119940-104120152	chr10:102360183-102360395	hsa_circ_0003839	hsa-GBF1_000011	hsa_circGBF1_014	ASCRP3002747	GBF1	NA	212	exonic	Intergenic	circrna_finder
chr10:104238985-104262512	chr10:102479228-102502755	hsa_circ_0019744	NA	hsa_circACTR1A_003	ASCRP3004479	ACTR1A	-	2873	exonic	NA	NA
chr10:104247906-104250370	chr10:102488149-102490613	hsa_circ_0019753	hsa-ACTR1A_000002	hsa_circACTR1A_004	ASCRP3002703	ACTR1A	NA	267	exonic	Intergenic	circrna_finder
chr10:104247906-104250370	chr10:102488149-102490613	hsa_circ_0019753	hsa-ACTR1A_000002,hsa-ACTR1A_0001	hsa_circACTR1A_004	ASCRP3002703	ACTR1A	-	267	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:104284516-104284815	chr10:102524759-102525058	hsa_circ_0092487	hsa-SUFU_0010	hsa_circSUFU_002	ASCRP3003370	SUFU	+	299	intronic	Intron	circrna_finder,ciri,find_circ
chr10:104284516-104284815	chr10:102524759-102525058	hsa_circ_0092487	NA	hsa_circSUFU_002	ASCRP3003370	SUFU	NA	299	intronic	Intergenic	circrna_finder
chr10:104352338-104359301	chr10:102592581-102599544	hsa_circ_0003779	hsa-SUFU_000015,hsa-SUFU_0001	hsa_circSUFU_004	ASCRP3004964	SUFU	+	568	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:104352338-104359301	chr10:102592581-102599544	hsa_circ_0003779	hsa-SUFU_000015	hsa_circSUFU_004	ASCRP3004964	SUFU	NA	568	exonic	Intergenic	circrna_finder
chr10:104445572-104465246	chr10:102685815-102705489	hsa_circ_0092493	hsa-ARL3_000007	hsa_circARL3_002	ASCRP3006111	ARL3	NA	498	exonic	Intergenic	circrna_finder
chr10:104445572-104465246	chr10:102685815-102705489	hsa_circ_0092493	hsa-ARL3_000007,hsa-ARL3_0001	hsa_circARL3_002	ASCRP3006111	ARL3	-	498	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:104632204-104634418	chr10:102872447-102874661	hsa_circ_0019773	hsa-AS3MT_0002,hsa-C10orf32-ASMT_000001	hsa_circC10orf32-AS3MT_002	ASCRP3008452	BORCS7-ASMT,C10orf32-AS3MT	+	358	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:104632204-104634418	chr10:102872447-102874661	hsa_circ_0019773	hsa-C10orf32-ASMT_000001	hsa_circC10orf32-AS3MT_002	ASCRP3008452	C10orf32-AS3MT	NA	358	exonic	Intergenic	circrna_finder
chr10:104638135-104638748	chr10:102878378-102878991	hsa_circ_0092499	hsa-AS3MT_0008,hsa-C10orf32-ASMT_000012	hsa_circC10orf32-AS3MT_007	ASCRP3009014	AS3MT,BORCS7-ASMT	+	275	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:104638135-104638748	chr10:102878378-102878991	hsa_circ_0092499	hsa-C10orf32-ASMT_000012	hsa_circC10orf32-AS3MT_007	ASCRP3009014	AS3MT	NA	275	exonic	Intergenic	circrna_finder
chr10:104809463-104816721	chr10:103049706-103056964	hsa_circ_0092503	hsa-CNNM2_000016,hsa-CNNM2_0001	hsa_circCNNM2_002	ASCRP3005931	CNNM2	+	452	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:105106994-105108756	chr10:103347237-103348999	hsa_circ_0005052	NA	hsa_circPCGF6_006	ASCRP3010542	PCGF6	NA	313	exonic	Intergenic	circrna_finder
chr10:105106994-105108756	chr10:103347237-103348999	hsa_circ_0005052	hsa-PCGF6_0001	hsa_circPCGF6_006	ASCRP3010542	PCGF6	-	313	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:105108472-105108756	chr10:103348715-103348999	hsa_circ_0019803	hsa-PCGF6_000003,hsa-PCGF6_0007	hsa_circPCGF6_004	ASCRP3004599	PCGF6	-	197	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:105176247-105198565	chr10:103416490-103438808	hsa_circ_0019841	NA	hsa_circPDCD11_032	ASCRP3012708	PDCD11	+	2507	exonic	NA	NA
chr10:105382226-105420872	chr10:103622469-103661114	hsa_circ_0005620	hsa-SH3PXD2A_000019	hsa_circSH3PXD2A_009	ASCRP3003856	SH3PXD2A	NA	4865	exonic	Intergenic	circrna_finder
chr10:105382226-105420872	chr10:103622469-103661114	hsa_circ_0005620	hsa-SH3PXD2A_000019,hsa-SH3PXD2A_0001	hsa_circSH3PXD2A_009	ASCRP3003856	SH3PXD2A	-	4865	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:105382226-105496624	chr10:103622469-103736866	hsa_circ_0019875	NA	hsa_circSH3PXD2A_002	ASCRP3003855	SH3PXD2A	-	6166	exonic	NA	NA
chr10:105767934-105778666	chr10:104008176-104018908	hsa_circ_0000259	hsa-SLK_000001,hsa-SLK_0007	hsa_circSLK_006	ASCRP3001800	SLK	+	528	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:105822015-105824354	chr10:104062257-104064596	hsa_circ_0019960	NA	hsa_circCOL17A1_026	ASCRP3003907	COL17A1	-	303	exonic	NA	NA
chr10:1117078-1118233	chr10:1071138-1072293	hsa_circ_0000204	hsa-WDR37_0037	hsa_circWDR37_005	ASCRP3012838	WDR37	+	1155	sense overlapping	Exon,Intron	circrna_finder,ciri,find_circ
chr10:1118055-1126416	chr10:1072115-1080476	hsa_circ_0017438	hsa-WDR37_000036,hsa-WDR37_0003	hsa_circWDR37_007	ASCRP3000690	WDR37	+	436	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:1118055-1126416	chr10:1072115-1080476	hsa_circ_0017438	hsa-WDR37_000036	hsa_circWDR37_007	ASCRP3000690	WDR37	NA	436	exonic	Intergenic	circrna_finder
chr10:1118055-1132297	chr10:1072115-1086357	hsa_circ_0017439	hsa-WDR37_000034,hsa-WDR37_0009	hsa_circWDR37_008	ASCRP3010251	WDR37	+	644	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:1118055-1132297	chr10:1072115-1086357	hsa_circ_0017439	hsa-WDR37_000034	hsa_circWDR37_008	ASCRP3010251	WDR37	NA	644	exonic	Intergenic	circrna_finder
chr10:1118055-1142186	chr10:1072115-1096246	hsa_circ_0000205	hsa-WDR37_000033,hsa-WDR37_0002	hsa_circWDR37_009	ASCRP3006857	WDR37	+	766	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:1118055-1142186	chr10:1072115-1096246	hsa_circ_0000205	hsa-WDR37_000033	hsa_circWDR37_009	ASCRP3006857	WDR37	NA	766	exonic	Intergenic	circrna_finder
chr10:1118055-1151207	chr10:1072115-1105267	hsa_circ_0017441	hsa-WDR37_000035,hsa-WDR37_0004	hsa_circWDR37_011	ASCRP3013383	WDR37	+	1143	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:1118055-1151207	chr10:1072115-1105267	hsa_circ_0017441	hsa-WDR37_000035	hsa_circWDR37_011	ASCRP3013383	WDR37	NA	1143	exonic	Intergenic	circrna_finder
chr10:111883774-111890244	chr10:110124016-110130486	hsa_circ_0003357	hsa-ADD3_000038,hsa-ADD3_0005	hsa_circADD3_014	ASCRP3001897	ADD3	+	589	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:111883774-111890244	chr10:110124016-110130486	hsa_circ_0003357	hsa-ADD3_000038	hsa_circADD3_014	ASCRP3001897	ADD3	NA	589	exonic	Intergenic	circrna_finder
chr10:112356155-112358048	chr10:110596397-110598290	hsa_circ_0000260	hsa-SMC3_000043,hsa-SMC3_0001	hsa_circSMC3_016	ASCRP3008657	SMC3	+	305	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:112356155-112358048	chr10:110596397-110598290	hsa_circ_0000260	hsa-SMC3_000043	hsa_circSMC3_016	ASCRP3008657	SMC3	NA	305	exonic	Intergenic	circrna_finder
chr10:1123846-1142186	chr10:1077906-1096246	hsa_circ_0017443	hsa-WDR37_000008,hsa-WDR37_0011	hsa_circWDR37_013	ASCRP3006482	WDR37	+	588	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:1123846-1142186	chr10:1077906-1096246	hsa_circ_0017443	hsa-WDR37_000008	hsa_circWDR37_013	ASCRP3006482	WDR37	NA	588	exonic	Intergenic	circrna_finder
chr10:1125950-1126416	chr10:1080010-1080476	hsa_circ_0004277	hsa-WDR37_000011,hsa-WDR37_0021	hsa_circWDR37_016	ASCRP3005021	WDR37	+	161	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:1125950-1126416	chr10:1080010-1080476	hsa_circ_0004277	hsa-WDR37_000011	hsa_circWDR37_016	ASCRP3005021	WDR37	NA	161	exonic	Intergenic	circrna_finder
chr10:1125950-1132297	chr10:1080010-1086357	hsa_circ_0017446	hsa-WDR37_000018,hsa-WDR37_0024	hsa_circWDR37_017	ASCRP3010252	WDR37	+	369	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:1125950-1151181	chr10:1080010-1105241	hsa_circ_0017449	NA	hsa_circWDR37_020	ASCRP3013371	WDR37	+	842	exonic	Exon,Intron	circrna_finder
chr10:112723882-112745523	chr10:110964124-110985765	hsa_circ_0020028	hsa-SHOC2_000023,hsa-SHOC2_0002	hsa_circSHOC2_007	ASCRP3001415	SHOC2	+	1075	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:112723882-112745523	chr10:110964124-110985765	hsa_circ_0020028	hsa-SHOC2_000023	hsa_circSHOC2_007	ASCRP3001415	SHOC2	NA	1075	exonic	Intergenic	circrna_finder
chr10:1130342-1132297	chr10:1084402-1086357	hsa_circ_0017454	hsa-WDR37_000031,hsa-WDR37_0035	hsa_circWDR37_025	ASCRP3005969	WDR37	+	208	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:1130342-1142186	chr10:1084402-1096246	hsa_circ_0000206	hsa-WDR37_000002,hsa-WDR37_0008	hsa_circWDR37_026	ASCRP3003921	WDR37	+	330	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:1130342-1142186	chr10:1084402-1096246	hsa_circ_0000206	hsa-WDR37_000002	hsa_circWDR37_026	ASCRP3003921	WDR37	NA	330	exonic	Intergenic	circrna_finder
chr10:1130342-1151207	chr10:1084402-1105267	hsa_circ_0007796	hsa-WDR37_000003,hsa-WDR37_0006	hsa_circWDR37_029	ASCRP3010138	WDR37	+	707	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:1130342-1151207	chr10:1084402-1105267	hsa_circ_0007796	hsa-WDR37_000003	hsa_circWDR37_029	ASCRP3010138	WDR37	NA	707	exonic	Intergenic	circrna_finder
chr10:1139391-1142186	chr10:1093451-1096246	hsa_circ_0017461	hsa-WDR37_0045	hsa_circWDR37_034	ASCRP3002098	WDR37	+	122	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:114286845-114298089	chr10:112527086-112538330	hsa_circ_0002533	hsa-VTI1A_000017,hsa-VTI1A_0001	hsa_circVTI1A_003	ASCRP3000702	VTI1A	+	163	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:114286845-114298089	chr10:112527086-112538330	hsa_circ_0002533	hsa-VTI1A_000017	hsa_circVTI1A_003	ASCRP3000702	VTI1A	NA	163	exonic	Intergenic	circrna_finder
chr10:114724314-114799885	chr10:112964555-113040126	hsa_circ_0020048	hsa-TCF7L2_000003	hsa_circTCF7L2_001	ASCRP3003823	TCF7L2	NA	171	exonic	Intergenic	circrna_finder
chr10:114724314-114799885	chr10:112964555-113040126	hsa_circ_0020048	hsa-TCF7L2_000003,hsa-TCF7L2_0005	hsa_circTCF7L2_001	ASCRP3003823	TCF7L2	+	171	exonic	NA	NA
chr10:114799783-114849299	chr10:113040024-113089540	hsa_circ_0020050	hsa-TCF7L2_0008	hsa_circTCF7L2_004	ASCRP3008229	TCF7L2	+	243	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:114799783-114849299	chr10:113040024-113089540	hsa_circ_0020050	NA	hsa_circTCF7L2_004	ASCRP3008229	TCF7L2	NA	243	exonic	Intergenic	circrna_finder
chr10:11523768-11527910	chr10:11481769-11485911	hsa_circ_0017683	hsa-USP6NL_000005	hsa_circUSP6NL_024	ASCRP3008848	USP6NL	NA	414	exonic	Intergenic	circrna_finder
chr10:11523768-11527910	chr10:11481769-11485911	hsa_circ_0017683	hsa-USP6NL_000005,hsa-USP6NL_0007	hsa_circUSP6NL_024	ASCRP3008848	USP6NL	-	414	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:115636279-115644139	chr10:113876520-113884380	hsa_circ_0092728	hsa-NHLRC2_000018,hsa-NHLRC2_0002	hsa_circNHLRC2_002	ASCRP3001710	NHLRC2	+	708	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:115636279-115644139	chr10:113876520-113884380	hsa_circ_0092728	hsa-NHLRC2_000018	hsa_circNHLRC2_002	ASCRP3001710	NHLRC2	NA	708	exonic	Intergenic	circrna_finder
chr10:116211382-116247775	chr10:114451623-114488016	hsa_circ_0020068	NA	hsa_circABLIM1_017	ASCRP3002745	ABLIM1	-	696	exonic	NA	NA
chr10:116590610-116608496	chr10:114830851-114848737	hsa_circ_0020080	hsa-FAM160B1_000001,hsa-FAM160B1_0003	hsa_circFAM160B1_004	ASCRP3001454	FAM160B1,FHIP2A	+	1758	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:116590610-116608496	chr10:114830851-114848737	hsa_circ_0020080	hsa-FAM160B1_000001	hsa_circFAM160B1_004	ASCRP3001454	FAM160B1	NA	1758	exonic	Intergenic	circrna_finder
chr10:116730126-116734144	chr10:114970367-114974385	hsa_circ_0020092	hsa-TRUB1_000007,hsa-TRUB1_0001	hsa_circTRUB1_006	ASCRP3011201	TRUB1	+	270	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:116730126-116734144	chr10:114970367-114974385	hsa_circ_0020092	hsa-TRUB1_000007	hsa_circTRUB1_006	ASCRP3011201	TRUB1	NA	270	exonic	Intergenic	circrna_finder
chr10:116879948-116925405	chr10:115120184-115165645	hsa_circ_0020094	hsa-ATRNL1_000147,hsa-ATRNL1_0002	hsa_circATRNL1_006	ASCRP3003671	ATRNL1	+	799	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:116879948-116925405	chr10:115120184-115165645	hsa_circ_0020094	hsa-ATRNL1_000147	hsa_circATRNL1_006	ASCRP3003671	ATRNL1	NA	799	exonic	Intergenic	circrna_finder
chr10:1170157-1170964	chr10:1124217-1125024	hsa_circ_0017469	hsa-WDR37_000017,hsa-WDR37_0010	hsa_circWDR37_047	ASCRP3008218	WDR37	+	250	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:1170157-1170964	chr10:1124217-1125024	hsa_circ_0017469	hsa-WDR37_000017	hsa_circWDR37_047	ASCRP3008218	WDR37	NA	250	exonic	Intergenic	circrna_finder
chr10:11789347-11791591	chr10:11747348-11749592	hsa_circ_0017693	hsa-ECHDC3_0002	hsa_circECHDC3_001	ASCRP3008739	ECHDC3	+	220	exonic	NA	NA
chr10:11789347-11797607	chr10:11747348-11755608	hsa_circ_0017695	hsa-ECHDC3_000001,hsa-ECHDC3_0001	hsa_circECHDC3_003	ASCRP3002457	ECHDC3	+	421	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:118464661-118466796	chr10:116705150-116707285	hsa_circ_0020117	hsa-HSPA12A_0031	hsa_circHSPA12A_002	ASCRP3003664	HSPA12A	-	214	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:118674885-118681027	chr10:116915374-116921516	hsa_circ_0092810	hsa-AC023283_0011	hsa_circKIAA1598_014	ASCRP3002903	KIAA1598,SHTN1	-	193	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:11893998-11894214	chr10:11851999-11852215	NA	NA	NA	ASCRP3008407	PROSER2	+	NA	sense overlapping	NA	NA
chr10:119245463-119245989	chr10:117485952-117486478	hsa_circ_0092829	hsa-EMX2OS_000001	hsa_circEMX2OS_001	ASCRP3005221	AC005871.2,EMX2OS	NA	526	intronic	Intron	circrna_finder
chr10:119245463-119245989	chr10:117485952-117486478	hsa_circ_0092829	hsa-EMX2OS_000001,hsa-EMX2OS_0001	hsa_circEMX2OS_001	ASCRP3005221	EMX2OS	-	526	intronic	Exon	circrna_finder,ciri,find_circ
chr10:12021055-12056183	chr10:11979056-12014184	hsa_circ_0017713	hsa-UPF2_000003	hsa_circUPF2_009	ASCRP3008597	UPF2	NA	808	exonic	Intergenic	circrna_finder
chr10:12021055-12056183	chr10:11979056-12014184	hsa_circ_0017713	hsa-UPF2_000003,hsa-UPF2_0003	hsa_circUPF2_009	ASCRP3008597	UPF2	-	808	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
